"match_name","full_name","marathon","year","vaporfly"
"STEPHANIE BRUCE","STEPHANIE BRUCE","Chicago Marathon",2019,FALSE
"LINDSAY FLANAGAN","LINDSAY FLANAGAN","Chicago Marathon",2019,FALSE
"LAURA THWEATT","LAURA THWEATT","Chicago Marathon",2019,FALSE
"LISA WEIGHTMAN","LISA WEIGHTMAN","Chicago Marathon",2019,NA
"TAYLOR WARD","TAYLOR WARD","Chicago Marathon",2019,TRUE
"JENNIFER BERGMAN","JENNIFER BERGMAN","Chicago Marathon",2019,TRUE
"JULIA ROMAN-DUVAL","JULIA ROMAN-DUVAL","Chicago Marathon",2019,NA
"KRISTEN HECKERT","KRISTEN HECKERT","Chicago Marathon",2019,TRUE
"LAUREN KERSJES","LAUREN KERSJES","Chicago Marathon",2019,TRUE
"CHIRINE NJEIM","CHIRINE NJEIM","Chicago Marathon",2019,TRUE
"JOVANA DE LA CRUZ CAPANI","JOVANA DE LA CRUZ","Chicago Marathon",2019,TRUE
"NATASHA LABEAUD","NATASHA LABEAUD","Chicago Marathon",2019,FALSE
"LISSA ZIMMER","LISSA ZIMMER","Chicago Marathon",2019,FALSE
"JEN ROCK","JEN ROCK","Chicago Marathon",2019,FALSE
"LOICE KANGOGO","LOICE KANGOGO","Columbus Marathon",2015,FALSE
"ELLIE HESS","ELLIE HESS","Columbus Marathon",2015,FALSE
"SARA POLATAS","SARA POLATAS","Columbus Marathon",2015,FALSE
"BECKI SPELLMAN","BECKI SPELLMAN","Columbus Marathon",2015,FALSE
"ANNE FLOWER","ANNE FLOWER","Columbus Marathon",2016,FALSE
"LOICE KANGOGO","LOICE KANGOGO","Columbus Marathon",2016,FALSE
"SARA POLATAS","SARA POLATAS","Columbus Marathon",2016,FALSE
"ANNE FLOWER","ANNE FLOWER","Columbus Marathon",2017,FALSE
"ANNE FLOWER","ANNE FLOWER","Columbus Marathon",2018,FALSE
"CLARA SANTUCCI","CLARA SANTUCCI","Columbus Marathon",2019,TRUE
"CATHERINE WATKINS","CATHERINE WATKINS","Eugene Marathon",2015,FALSE
"EMILY HARRISON","EMILY HARRISON","Eugene Marathon",2015,FALSE
"ERIN VERGARA","ERIN NEHUS-VERGARA","Eugene Marathon",2015,FALSE
"YELENA NANAZIASHVILI","YELENA NANAZIASHVILI","Eugene Marathon",2017,FALSE
"BECKI SPELLMAN","BECKI SPELLMAN","Eugene Marathon",2018,TRUE
"JANE KIBII","JANE KIBII","Grandma's Marathon",2015,FALSE
"LINDSEY SCHERF","LINDSEY SCHERF","Grandma's Marathon",2015,FALSE
"SARAH KIPTOO","SARAH KIPTOO","Grandma's Marathon",2015,FALSE
"MARCI GAGE","MARCI GAGE","Grandma's Marathon",2015,FALSE
"DOT MCMAHAN","DOT MCMAHAN","Grandma's Marathon",2015,FALSE
"CAITLIN COMFORT","CAITLIN COMFORT","Grandma's Marathon",2015,FALSE
"SUSANNA SULLIVAN","SUSANNA SULLIVAN","Grandma's Marathon",2015,FALSE
"KIMI REED","KIMI REED","Grandma's Marathon",2015,FALSE
"POLINA CARLSON","POLINA CARLSON","Grandma's Marathon",2015,FALSE
"ERICA BRASWELL","ERICA BRASWELL","Grandma's Marathon",2015,FALSE
"JENELLE DEATHERAGE","JENELLE DEATHERAGE","Grandma's Marathon",2015,FALSE
"CHRISTINA VERGARA ALESHIRE","CHRISTINA VERGARA ALESHIRE","Grandma's Marathon",2015,FALSE
"CAROL SMITH","CAROL SMITH","Grandma's Marathon",2015,FALSE
"JEN ROCK","JEN ROCK","Grandma's Marathon",2015,FALSE
"LORING CROWLEY","LORING CROWLEY","Grandma's Marathon",2015,FALSE
"AMBER GREEN","AMBER GREEN","Grandma's Marathon",2015,FALSE
"KELSI NUTTER","KELSI NUTTER","Grandma's Marathon",2015,FALSE
"COURTNEY BREWIS","COURTNEY BREWIS","Grandma's Marathon",2015,FALSE
"CAITLIN SMITH","CAITLIN SMITH","Grandma's Marathon",2015,FALSE
"RACHEL HYLAND","RACHEL HYLAND","Grandma's Marathon",2015,FALSE
"ANITA PEREZ","ANITA PEREZ","Grandma's Marathon",2015,FALSE
"MELISSA HARDESTY","MELISSA HARDESTY","Grandma's Marathon",2015,FALSE
"LAUREN FOG","LAUREN FOG","Grandma's Marathon",2015,FALSE
"BECKI SPELLMAN","BECKI SPELLMAN","Grandma's Marathon",2015,FALSE
"CHRISTINE SHAW","CHRISTINE SHAW","Grandma's Marathon",2015,FALSE
"LINNABAH SNYDER","LINNABAH SNYDER","Grandma's Marathon",2015,FALSE
"SARAH KIPTOO","SARAH KIPTOO","Grandma's Marathon",2016,FALSE
"SERKALEM ABRHA","SERKALEM ABRHA","Grandma's Marathon",2016,FALSE
"CLARA SANTUCCI","CLARA SANTUCCI","Grandma's Marathon",2016,FALSE
"LAUREN JIMISON","LAUREN JIMISON","Grandma's Marathon",2016,FALSE
"KELSEY BRUCE","KELSEY BRUCE","Grandma's Marathon",2016,FALSE
"HEATHER LIEBERG","HEATHER LIEBERG","Grandma's Marathon",2016,FALSE
"SARAH CUMMINGS","SARAH CUMMINGS","Grandma's Marathon",2016,FALSE
"ESTHER ATKINS","ESTHER ATKINS","Grandma's Marathon",2016,FALSE
"GISELA OLALDE GRANADOS","GISELA OLALDE","Grandma's Marathon",2016,FALSE
"YELENA NANAZIASHVILI","YELENA NANAZIASHVILI","Grandma's Marathon",2016,FALSE
"AMANDA PHILLIPS","AMANDA PHILLIPS","Grandma's Marathon",2016,FALSE
"LOICE KANGOGO","LOICE KANGOGO","Grandma's Marathon",2016,FALSE
"SERKALEM ABRHA","SERKALEM ABRHA","Grandma's Marathon",2017,FALSE
"JANE KIBII","JANE KIBII","Grandma's Marathon",2017,FALSE
"LINDSEY SCHERF","LINDSEY SCHERF","Grandma's Marathon",2017,FALSE
"OBSIE BIRRU","OBSIE BIRRU","Grandma's Marathon",2017,FALSE
"AYANTU DAKEBO","AYANTU DAKEBO HAILEMARYAM","Grandma's Marathon",2017,FALSE
"MARY AKOR BEASLEY","MARY AKOR","Grandma's Marathon",2017,FALSE
"KELLYN TAYLOR","KELLYN TAYLOR","Grandma's Marathon",2018,FALSE
"SERKALEM ABRHA","SERKALEM ABRHA","Grandma's Marathon",2018,TRUE
"HEATHER LIEBERG","HEATHER LIEBERG","Grandma's Marathon",2018,TRUE
"ANITA PEREZ","ANITA PEREZ","Grandma's Marathon",2018,FALSE
"AMANDA SCOTT","AMANDA SCOTT","Grandma's Marathon",2018,FALSE
"KELLY CALWAY","KELLY CALWAY","Grandma's Marathon",2018,TRUE
"CAITLIN SMITH","CAITLIN SMITH","Grandma's Marathon",2018,TRUE
"AMBER GREEN","AMBER GREEN","Grandma's Marathon",2018,FALSE
"KELBY LAUGHNER","KELBY LAUGHNER","Grandma's Marathon",2018,FALSE
"ANDIE COZZARELLI","ANDIE COZZARELLI","Grandma's Marathon",2018,FALSE
"CAROL SMITH","CAROL SMITH","Grandma's Marathon",2018,FALSE
"AMANDA MARINO","AMANDA MARINO","Grandma's Marathon",2019,FALSE
"SARAH CUMMINGS","SARAH CUMMINGS","Grandma's Marathon",2019,TRUE
"SARAH KIPTOO","SARAH KIPTOO","Grandma's Marathon",2019,FALSE
"MARY AKOR BEASLEY","MARY AKOR","Grandma's Marathon",2019,FALSE
"HEATHER LIEBERG","HEATHER LIEBERG","Grandma's Marathon",2019,TRUE
"JENELLE DEATHERAGE","JENELLE DEATHERAGE","Grandma's Marathon",2019,FALSE
"POLINA CARLSON","POLINA CARLSON","Grandma's Marathon",2019,TRUE
"ANDIE COZZARELLI","ANDIE COZZARELLI","Grandma's Marathon",2019,FALSE
"YEBRGUAL ARAGE","YEBRGUAL ARAGE","Houston Marathon",2015,FALSE
"GUTENI IMANA","GUTENI IMANA","Houston Marathon",2015,FALSE
"BIRUKTAIT DEGEFA","BIRUKTAIT DEGEFA","Houston Marathon",2015,FALSE
"SECHALE DALASA","SECHALE DALASA","Houston Marathon",2015,FALSE
"FATUMA SADO","FATUMA SADO","Houston Marathon",2015,FALSE
"KELLYN TAYLOR","KELLYN TAYLOR","Houston Marathon",2015,FALSE
"SERENA BURLA","SERENA BURLA","Houston Marathon",2015,FALSE
"VIANEY DE LA ROSA","VIANEY DE LA ROSA","Houston Marathon",2015,FALSE
"LINDSAY FLANAGAN","LINDSAY FLANAGAN","Houston Marathon",2015,FALSE
"TAYLOR WARD","TAYLOR WARD","Houston Marathon",2015,FALSE
"LINGLING JIN","LINGLING JIN","Houston Marathon",2015,FALSE
"KATE PALLARDY","KATE PALLARDY","Houston Marathon",2015,FALSE
"DANIELLE MILLER","DANIELLE MILLER","Houston Marathon",2015,FALSE
"CATHERINE WATKINS","CATHERINE WATKINS","Houston Marathon",2015,FALSE
"MADELINE DUHON","MADELINE DUHON","Houston Marathon",2015,FALSE
"BIRUKTAIT DEGEFA","BIRUKTAYIT DEGEFA","Houston Marathon",2016,FALSE
"LISA WEIGHTMAN","LISA WEIGHTMAN","Houston Marathon",2016,FALSE
"SECHALE DALASA","SECHALE DALASA","Houston Marathon",2016,FALSE
"MARGARITA HERNANDEZ FLORES","MARGARITA HERNANDEZ FLORES","Houston Marathon",2016,FALSE
"JOVANA DE LA CRUZ CAPANI","JOVANA DE LA CRUZ CAPANI","Houston Marathon",2016,FALSE
"RACHEL HANNAH","RACHEL HANNAH","Houston Marathon",2016,FALSE
"AGNIESZKA GORTEL-MACIUK","AGNIESZKA GORTEL-MACIUK","Houston Marathon",2016,FALSE
"GUTENI SHONE","GUTENI SHONE","Houston Marathon",2016,FALSE
"ALIPHINE TULIAMUK-BOLTON","ALIPHINE TULIAMUK-BOLTON","Houston Marathon",2016,FALSE
"CINTHYA PAUCAR SEGURA","CINTHYA PAUCAR SEGURA","Houston Marathon",2016,FALSE
"AYANTU DAKEBO","AYANTU DAKEBO","Houston Marathon",2016,FALSE
"PAREDES SILVIA","PAREDES SILVIA","Houston Marathon",2016,FALSE
"JANE VONGVORACHOTI","JANE VONGVORACHOTI","Houston Marathon",2016,FALSE
"MARIA ELENA CALLE","MARIA ELENA CALLE","Houston Marathon",2016,FALSE
"ESMERALDA REBOLLEDO SALGADO","ESMERALDA REBOLLEDO SALGADO","Houston Marathon",2016,FALSE
"MEGAN SALOOM","MEGAN SALOOM","Houston Marathon",2016,FALSE
"KATIE SCHIEMANN","KATIE SCHIEMANN","Houston Marathon",2016,FALSE
"AMANDA SCOTT","AMANDA SCOTT","Houston Marathon",2016,FALSE
"AMY ROBILLARD","AMY ROBILLARD","Houston Marathon",2016,FALSE
"CHIRINE NJEIM","CHIRINE NJEIM","Houston Marathon",2016,FALSE
"CAROLINE BOLLER","CAROLINE BOLLER","Houston Marathon",2016,FALSE
"KATHERINE LORENA VELASQUEZ CAIZA","KATHERINE LORENA VELASQUEZ CAIZA","Houston Marathon",2016,FALSE
"NATTHAYA THANARONNAWAT","NATTHAYA THANARONNAWAT","Houston Marathon",2016,FALSE
"AILSA MACDONALD","AILSA MACDONALD","Houston Marathon",2016,FALSE
"MELISSA TANNER","MELISSA TANNER","Houston Marathon",2016,FALSE
"MESKEREM ASSEFA","MESKEREM ASSEFA WONDIMAGEGN","Houston Marathon",2017,FALSE
"BIRUKTAIT DEGEFA","BIRUKTAYIT DEGEFA","Houston Marathon",2017,FALSE
"REBECCA (BECKY) WADE","BECKY WADE","Houston Marathon",2017,FALSE
"SERKALEM ABRHA","SERKALEM ABRHA","Houston Marathon",2017,FALSE
"SARAH CROUCH","SARAH CROUCH","Houston Marathon",2017,FALSE
"ROCIO CANTARA ROJAS","ROCIO CANTARA","Houston Marathon",2017,NA
"BIRUKTAIT DEGEFA","BIRUKTAYIT DEGEFA","Houston Marathon",2018,FALSE
"SARAH CROUCH","SARAH CROUCH","Houston Marathon",2018,FALSE
"POLINA CARLSON","POLINA CARLSON","Houston Marathon",2018,FALSE
"KATIE SCHIEMANN","KATIE SCHIEMANN","Houston Marathon",2018,FALSE
"LEAH FROST","LEAH NOOK FROST","Houston Marathon",2018,NA
"MERRILEE BLACKHAM","MERRILEE BLACKHAM","Houston Marathon",2018,NA
"CAITLIN SMITH","CAITLIN SMITH","Houston Marathon",2018,FALSE
"BIRUKTAIT DEGEFA","BIRUKTAYIT DEGEFA","Houston Marathon",2019,FALSE
"SECHALE DALASA","SECHALE DALASA","Houston Marathon",2019,TRUE
"KELSEY BRUCE","KELSEY BRUCE","Houston Marathon",2019,TRUE
"MADELINE DUHON","MADELINE DUHON","Houston Marathon",2019,FALSE
"POLINA CARLSON","POLINA CARLSON","Houston Marathon",2019,TRUE
"LAUREN KERSJES","LAUREN KERSJES","Houston Marathon",2019,TRUE
"LAUREN FOG","LAUREN FOG","Houston Marathon",2019,TRUE
"ELIZABETH NORTHERN","ELIZABETH NORTHERN","Houston Marathon",2019,FALSE
"CHIRINE NJEIM","CHIRINE NJEIM","Houston Marathon",2019,TRUE
"DANIELLE MILLER","DANIELLE MILLER","Houston Marathon",2019,NA
"NICOLE MICHMERHUIZEN","NICOLE MICHMERHUIZEN","Indianapolis Mon Marathon",2015,FALSE
"MELISSA HARDESTY","MELISSA HARDESTY","Indianapolis Mon Marathon",2015,FALSE
"KATIE SCHIEMANN","KATIE SCHIEMANN","Indianapolis Mon Marathon",2015,FALSE
"ANDIE COZZARELLI","ANDIE COZZARELLI","Indianapolis Mon Marathon",2016,FALSE
"ANNE FLOWER","ANNE FLOWER","Indianapolis Mon Marathon",2016,FALSE
"KELBY LAUGHNER","KELBY LAUGHNER","Indianapolis Mon Marathon",2016,FALSE
"KELBY LAUGHNER","KELBY LAUGHNER","Indianapolis Mon Marathon",2017,FALSE
"WHITNEY BEVINS","WHITNEY BEVINS","Indianapolis Mon Marathon",2017,NA
"LAURIE KNOWLES","LAURIE KNOWLES","Indianapolis Mon Marathon",2018,TRUE
"ERIN VERGARA","ERIN VERGARA","Indianapolis Mon Marathon",2018,TRUE
"AMY ROBILLARD","AMY ROBILLARD","Indianapolis Mon Marathon",2018,FALSE
"ANDIE COZZARELLI","ANDIE COZZARELLI","Indianapolis Mon Marathon",2018,FALSE
"KELBY LAUGHNER","KELBY LAUGHNER","Indianapolis Mon Marathon",2018,FALSE
"WHITNEY BEVINS","WHITNEY BEVINS","Indianapolis Mon Marathon",2018,NA
"DOT MCMAHAN","DOT MCMAHAN","Indianapolis Mon Marathon",2019,FALSE
"AMANDA SCOTT","AMANDA SCOTT","Indianapolis Mon Marathon",2019,TRUE
"MELISSA JOHNSON-WHITE","MELISSA JOHNSON-WHITE","Indianapolis Mon Marathon",2019,FALSE
"AMY ROBILLARD","AMY ROBILLARD","Indianapolis Mon Marathon",2019,TRUE
"ANDIE COZZARELLI","ANDIE COZZARELLI","Indianapolis Mon Marathon",2019,FALSE
"WHITNEY BEVINS","WHITNEY HEINS","Indianapolis Mon Marathon",2019,TRUE
"OGLA JERONO KIMAIYO","OGLA JERONO KIMAIYO","LA Marathon",2015,FALSE
"NATALYA PUCHKOVA","NATALYA PUCHKOVA","LA Marathon",2015,FALSE
"BLAKE RUSSELL","BLAKE RUSSELL","LA Marathon",2015,FALSE
"MAO KURODA","MAO KURODA","LA Marathon",2015,FALSE
"HEATHER LIEBERG","HEATHER LIEBERG","LA Marathon",2015,FALSE
"BRIANNE NELSON","BRIANNE NELSON","LA Marathon",2015,FALSE
"JODIE ROBERTSON","JODIE ROBERTSON","LA Marathon",2015,FALSE
"REBECCA (BECKY) WADE","REBECCA (BECKY) WADE","LA Marathon",2015,FALSE
"KATHLEEN DICAMILLO","KATHLEEN DICAMILLO","LA Marathon",2015,FALSE
"LAUREN JIMISON","LAUREN JIMISON","LA Marathon",2015,FALSE
"MEGHAN PEYTON","MEGHAN PEYTON","LA Marathon",2015,FALSE
"SARAH CUMMINGS","SARAH CUMMINGS","LA Marathon",2015,FALSE
"RACHEL JATEN","RACHEL JATEN","LA Marathon",2015,FALSE
"SIMEGN ABNET","SIMEGN ABNET","LA Marathon",2015,FALSE
"CHRISTINA VERGARA ALESHIRE","CHRISTINA VERGARA ALESHIRE","LA Marathon",2015,FALSE
"MELISSA JOHNSON-WHITE","MELISSA JOHNSON-WHITE","LA Marathon",2015,FALSE
"AMBER WHITE","AMBER WHITE","LA Marathon",2015,FALSE
"SARA HALL","SARA HALL","LA Marathon",2015,FALSE
"CAITLIN SMITH","CAITLIN SMITH","LA Marathon",2015,FALSE
"MARY JOY TABAL","MARY JOY TABAL","LA Marathon",2015,FALSE
"ALEXANDRA BERNARDI","ALEXANDRA BERNARDI","LA Marathon",2015,FALSE
"NATALIYA LEHONKOVA","NATALIYA LEHONKOVA","LA Marathon",2016,FALSE
"SERKALEM ABRHA","SERKALEM ABRHA","LA Marathon",2016,FALSE
"JULIA BUDNIAK","JULIA BUDNIAK","LA Marathon",2016,FALSE
"JANE KIBII","JANE KIBII","LA Marathon",2017,FALSE
"BIRUKTAIT DEGEFA","BIRUKTAYIT DEGEFA","LA Marathon",2017,FALSE
"HEATHER LIEBERG","HEATHER LIEBERG","LA Marathon",2017,FALSE
"ANNA WEBER","ANNA WEBER","LA Marathon",2017,NA
"CHRISTINA VERGARA ALESHIRE","CHRISTINA VERGARA-ALESHIRE","LA Marathon",2018,FALSE
"JANE KIBII","JANE KIBII","LA Marathon",2018,FALSE
"HEATHER LIEBERG","HEATHER LIEBERG","LA Marathon",2018,FALSE
"CYNTHIA JEROP","CYNTHIA JEROP","LA Marathon",2019,NA
"JANE KIBII","JANE KIBII","LA Marathon",2019,NA
"TAYLOR WARD","TAYLOR WARD","LA Marathon",2019,NA
"MELISSA BURKART","MELISSA BURKART","Lakefront Marathon",2015,FALSE
"MARY KEITANY","MARY KEITANY","New York City Marathon",2015,FALSE
"ASELEFECH MERGIA","ASELEFECH MERGIA","New York City Marathon",2015,FALSE
"TIGIST TUFA","TIGIST TUFA","New York City Marathon",2015,FALSE
"SARA MOREIRA","SARA MOREIRA","New York City Marathon",2015,FALSE
"CHRISTELLE DAUNAY","CHRISTELLE DAUNAY","New York City Marathon",2015,FALSE
"PRISCAH JEPTOO","PRISCAH JEPTOO","New York City Marathon",2015,FALSE
"LAURA THWEATT","LAURA THWEATT","New York City Marathon",2015,FALSE
"JELENA PROKOPCUKA","JELENA PROKOPCUKA","New York City Marathon",2015,FALSE
"ANNA INCERTI","ANNA INCERTI","New York City Marathon",2015,FALSE
"CAROLINE ROTICH","CAROLINE ROTICH","New York City Marathon",2015,FALSE
"ROCIO CANTARA ROJAS","ROCIO CANTARA ROJAS","New York City Marathon",2015,FALSE
"CASSIE FIEN","CASSIE FIEN","New York City Marathon",2015,FALSE
"TERESA MCWALTERS","TERESA MCWALTERS","New York City Marathon",2015,FALSE
"MARISOL ROMERO","MARISOL ROMERO","New York City Marathon",2015,FALSE
"BEVERLY RAMOS","BEVERLY RAMOS","New York City Marathon",2015,FALSE
"EMMA NORDLING","EMMA NORDLING","New York City Marathon",2015,FALSE
"CHANGQIN DING","CHANGQIN DING","New York City Marathon",2015,FALSE
"CAROLINE WOSTMANN","CAROLINE WOSTMANN","New York City Marathon",2015,FALSE
"HILARY CORNO","HILARY CORNO","New York City Marathon",2015,FALSE
"STEPHANIE ANDRE","STEPHANIE ANDRE","New York City Marathon",2015,FALSE
"MARY KEITANY","MARY KEITANY","New York City Marathon",2016,FALSE
"SALLY KIPYEGO","SALLY KIPYEGO","New York City Marathon",2016,FALSE
"MOLLY HUDDLE","MOLLY HUDDLE","New York City Marathon",2016,FALSE
"JOYCE CHEPKIRUI","JOYCE CHEPKIRUI","New York City Marathon",2016,FALSE
"DIANE NUKURI","DIANE NUKURI","New York City Marathon",2016,FALSE
"ASELEFECH MERGIA","ASELEFECH MERGIA","New York City Marathon",2016,FALSE
"LANNI MARCHANT","LANNI MARCHANT","New York City Marathon",2016,FALSE
"NEELY SPENCE GRACEY","NEELY GRACEY","New York City Marathon",2016,FALSE
"SARA HALL","SARA HALL","New York City Marathon",2016,FALSE
"AYANTU DAKEBO","AYANTU DAKEBO HAILEMARYAM","New York City Marathon",2016,FALSE
"ESTHER ATKINS","ESTHER ATKINS","New York City Marathon",2016,FALSE
"DOT MCMAHAN","DOT MCMAHAN","New York City Marathon",2016,FALSE
"KELLYS ARIAS","KELLYS ARIAS","New York City Marathon",2016,FALSE
"GWEN JORGENSEN","GWEN JORGENSEN","New York City Marathon",2016,FALSE
"LAURA MANNINEN","LAURA MANNINEN","New York City Marathon",2016,FALSE
"KIM CONLEY","KIM CONLEY","New York City Marathon",2016,FALSE
"KELLY CALWAY","KELLY CALWAY","New York City Marathon",2016,FALSE
"EMMA NORDLING","EMMA NORDLING","New York City Marathon",2016,FALSE
"HILARY DIONNE","HILARY DIONNE","New York City Marathon",2016,FALSE
"JANET BAWCOM","JANET BAWCOM","New York City Marathon",2016,FALSE
"KATIE SCHIEMANN","KATIE SCHIEMANN","New York City Marathon",2016,FALSE
"SARAH MACKAY ROBINSON","SARAH ROBINSON","New York City Marathon",2016,FALSE
"SHALANE FLANAGAN","SHALANE FLANAGAN","New York City Marathon",2017,TRUE
"MARY KEITANY","MARY KEITANY","New York City Marathon",2017,FALSE
"MAMITU DASKA","MAMITU DASKA","New York City Marathon",2017,TRUE
"EDNA KIPLAGAT","EDNA KIPLAGAT","New York City Marathon",2017,TRUE
"KELLYN TAYLOR","KELLYN TAYLOR","New York City Marathon",2017,FALSE
"DIANE NUKURI","DIANE NUKURI","New York City Marathon",2017,FALSE
"STEPHANIE BRUCE","STEPHANIE BRUCE","New York City Marathon",2017,FALSE
"BUZUNESH DEBA","BUZUNESH DEBA","New York City Marathon",2017,FALSE
"CHRISTELLE DAUNAY","CHRISTELLE DAUNAY","New York City Marathon",2017,FALSE
"ALIPHINE TULIAMUK-BOLTON","ALIPHINE TULIAMUK","New York City Marathon",2017,FALSE
"SERKALEM ABRHA","SERKALEM BISET ABRHA","New York City Marathon",2017,FALSE
"LAURIE KNOWLES","LAURIE KNOWLES","New York City Marathon",2017,FALSE
"KATE PALLARDY","KATE PALLARDY","New York City Marathon",2017,FALSE
"BEVERLY RAMOS","BEVERLY RAMOS","New York City Marathon",2017,FALSE
"AMANDA MARINO","AMANDA MARINO","New York City Marathon",2017,FALSE
"ALEXANDRA CADICAMO","ALEXANDRA CADICAMO","New York City Marathon",2017,FALSE
"MARY KEITANY","MARY KEITANY","New York City Marathon",2018,FALSE
"SHALANE FLANAGAN","SHALANE FLANAGAN","New York City Marathon",2018,TRUE
"MOLLY HUDDLE","MOLLY HUDDLE","New York City Marathon",2018,FALSE
"DESIREE LINDEN","DESIREE LINDEN","New York City Marathon",2018,FALSE
"LISA WEIGHTMAN","LISA WEIGHTMAN","New York City Marathon",2018,TRUE
"MAMITU DASKA","MAMITU DASKA","New York City Marathon",2018,TRUE
